Company,Weight,Percentage,Sharpe Ratio,Annual Return
"AirNet Technology Inc. - American Depositary Shares, each representing ten ordinary shares",0.0008086576665089587,0.08086576665089587,1.1634139760283098,37707.04483298295
"Cisco Systems, Inc. - Common Stock",0.00016435860628019326,0.016435860628019328,1.1634139760283098,37707.04483298295
"Primerica, Inc. Common Stock",0.010558084322065776,1.0558084322065775,1.1634139760283098,37707.04483298295
Nuveen Municipal Credit Income Fund ,0.0030833392773130276,0.30833392773130275,1.1634139760283098,37707.04483298295
Unit Corporation Common Stock,0.0024810337113869833,0.24810337113869832,1.1634139760283098,37707.04483298295
"HubSpot, Inc. Common Stock",0.0,0.0,1.1634139760283098,37707.04483298295
Great Panther Mining Limited Ordinary Shares (Canada),0.032189200592763756,3.2189200592763756,1.1634139760283098,37707.04483298295
"Sinclair Broadcast Group, Inc. - Class A Common Stock",0.0028209250309072804,0.28209250309072803,1.1634139760283098,37707.04483298295
"United Fire Group, Inc - Common Stock",0.0022509022995491333,0.22509022995491332,1.1634139760283098,37707.04483298295
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product,0.0018245238656614975,0.18245238656614976,1.1634139760283098,37707.04483298295
"Guaranty Federal Bancshares, Inc. - Common Stock",0.0019599522119136256,0.19599522119136256,1.1634139760283098,37707.04483298295
"Air T, Inc. - Common Stock",0.0003872258679185502,0.038722586791855015,1.1634139760283098,37707.04483298295
SITE Centers Corp. Common Stock,5.633516688230054e-05,0.005633516688230054,1.1634139760283098,37707.04483298295
Nuveen New York Select Tax-Free Income Portfolio Common Stock,0.000330732805909387,0.0330732805909387,1.1634139760283098,37707.04483298295
BlackRock New York Municipal Income Trust,0.001201452465967849,0.1201452465967849,1.1634139760283098,37707.04483298295
"Regional Health Properties, Inc. Common Stock",0.0005282209491131202,0.05282209491131202,1.1634139760283098,37707.04483298295
"Innovative Solutions and Support, Inc. - Common Stock",0.0,0.0,1.1634139760283098,37707.04483298295
"Kandi Technologies Group, Inc. - Common Stock",0.004650004921454062,0.4650004921454062,1.1634139760283098,37707.04483298295
Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,0.0003075440825364422,0.030754408253644217,1.1634139760283098,37707.04483298295
"Transcat, Inc. - Common Stock",0.0,0.0,1.1634139760283098,37707.04483298295
Carolina Financial Corporation - Common Stock,0.017918104602222686,1.7918104602222686,1.1634139760283098,37707.04483298295
"Natuzzi, S.p.A.",3.5216349534272914e-05,0.003521634953427291,1.1634139760283098,37707.04483298295
"Advanced Energy Industries, Inc. - Common Stock",0.017116569425008568,1.7116569425008568,1.1634139760283098,37707.04483298295
"United Airlines Holdings, Inc. - Common Stock",0.0008915193223401904,0.08915193223401903,1.1634139760283098,37707.04483298295
"T. Rowe Price Group, Inc. - Common Stock",0.0007378666745904358,0.07378666745904358,1.1634139760283098,37707.04483298295
"Intuitive Surgical, Inc. - Common Stock",0.07878025068392108,7.878025068392108,1.1634139760283098,37707.04483298295
"EastGroup Properties, Inc. Common Stock",0.06463744939595088,6.463744939595088,1.1634139760283098,37707.04483298295
Ellington Financial Inc. Common Stock ,0.0008540487713403194,0.08540487713403194,1.1634139760283098,37707.04483298295
"NVR, Inc. Common Stock",0.02767747535803594,2.7677475358035943,1.1634139760283098,37707.04483298295
"Frequency Electronics, Inc. - Common Stock",0.0010385434370950755,0.10385434370950755,1.1634139760283098,37707.04483298295
"Worthington Industries, Inc. Common Stock",0.000716621812981628,0.07166218129816279,1.1634139760283098,37707.04483298295
Perrigo Company plc Ordinary Shares,0.0004128839907849511,0.04128839907849511,1.1634139760283098,37707.04483298295
"Lincoln Electric Holdings, Inc. - Common Shares",0.000586271559837639,0.0586271559837639,1.1634139760283098,37707.04483298295
RPT Realty Common Stock,0.0015950717343099603,0.15950717343099602,1.1634139760283098,37707.04483298295
"Veracyte, Inc. - Common Stock",0.0026413418902715403,0.264134189027154,1.1634139760283098,37707.04483298295
"USA Compression Partners, LP Common Units Representing Limited Partner Interests",0.0031662995966809816,0.31662995966809815,1.1634139760283098,37707.04483298295
Cohen & Company Inc.,0.00014813872631792523,0.014813872631792523,1.1634139760283098,37707.04483298295
Neuberger Berman California Municipal Fund Inc Common Stock,0.0017501080498157303,0.17501080498157304,1.1634139760283098,37707.04483298295
"Douglas Dynamics, Inc. Common Stock",0.035178369725164235,3.5178369725164234,1.1634139760283098,37707.04483298295
