Generation,Diversity
0,0.005705351495287576
1,0.004346945719599731
2,0.004671580353432158
3,0.0046978731566490635
4,0.003817920909100635
5,0.003185041671189798
6,0.0030036423637424714
7,0.0027377613388501866
8,0.0031745965874906317
9,0.0035418796641145706
10,0.003877640142596474
11,0.00412057297821006
12,0.00444192129995265
13,0.0048019932082939
14,0.005302603950998852
15,0.006192705200169124
16,0.006274183678946236
17,0.0069890613668733845
18,0.007244346350086478
19,0.007161377586764051
20,0.007105451631172864
21,0.0072303947949439555
22,0.007077236697809409
23,0.0070590062183235325
24,0.007352612585376289
25,0.007066581869896752
26,0.007966494234152601
27,0.008138573375915049
28,0.008068731852859938
29,0.008583357722815786
30,0.009228954379889558
31,0.008713212554722315
32,0.00930824784432526
33,0.009605742980256812
34,0.009816107488914953
35,0.010050327412153802
36,0.009681398641134192
37,0.00940236960487639
38,0.009764731480624018
39,0.01014163634913446
40,0.009743975152595171
41,0.009225587757762612
42,0.009674831098322916
43,0.009594972119316633
44,0.00912039606246158
45,0.009342109514178411
46,0.009370254595486753
47,0.009340878044255482
48,0.009314474262417162
49,0.009309448770106693
50,0.009088874647474364
