Company,Weight,Percentage,Sharpe Ratio,Annual Return
Kimco Realty Corporation Common Stock,0.001003211,0.1003211,0.931851752102846,113.1178332399164
"Kirkland's, Inc. - Common Stock",0.002015635,0.2015635,0.931851752102846,113.1178332399164
Stepan Company Common Stock,0.01028794,1.028794,0.931851752102846,113.1178332399164
"Watts Water Technologies, Inc. Class A Common Stock",0.022170861,2.2170861,0.931851752102846,113.1178332399164
"Lifetime Brands, Inc. - Common Stock",0.000564946,0.0564946,0.931851752102846,113.1178332399164
"Dave & Buster's Entertainment, Inc. - Common Stock",0.001748145,0.1748145,0.931851752102846,113.1178332399164
"PolarityTE, Inc. - Common Stock",0.001704417,0.1704417,0.931851752102846,113.1178332399164
Fluidigm Corporation - Common Stock,0.0,0.0,0.931851752102846,113.1178332399164
IRSA Propiedades Comerciales S.A. - American Depository Shares,0.0,0.0,0.931851752102846,113.1178332399164
"SPS Commerce, Inc. - Common Stock",0.020774979,2.0774979,0.931851752102846,113.1178332399164
"Lexicon Pharmaceuticals, Inc. - Common Stock",0.003101037,0.3101037,0.931851752102846,113.1178332399164
"Donegal Group, Inc. - Class B Common Stock",0.001564348,0.15643479999999998,0.931851752102846,113.1178332399164
"Shiloh Industries, Inc. - Common Stock",0.0036848,0.36848,0.931851752102846,113.1178332399164
"DB Gold Double Long ETN due February 15, 2038",0.007048251,0.7048251,0.931851752102846,113.1178332399164
Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0.035532751,3.5532751,0.931851752102846,113.1178332399164
"OSI Systems, Inc. - Common Stock",0.005851761,0.5851761,0.931851752102846,113.1178332399164
UNIVERSAL INSURANCE HOLDINGS INC Common Stock,0.000828881,0.08288809999999999,0.931851752102846,113.1178332399164
Lincoln Educational Services Corporation - Common Stock,0.0,0.0,0.931851752102846,113.1178332399164
"Aerie Pharmaceuticals, Inc. - Common Stock",0.006526611,0.6526611,0.931851752102846,113.1178332399164
"Independence Realty Trust, Inc. Common Stock",0.020011542,2.0011542,0.931851752102846,113.1178332399164
"Blackstone Mortgage Trust, Inc. Common Stock",0.008350288,0.8350288000000001,0.931851752102846,113.1178332399164
"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",0.099551094,9.955109400000001,0.931851752102846,113.1178332399164
"ServiceMaster Global Holdings, Inc. Common Stock",0.008861632,0.8861631999999999,0.931851752102846,113.1178332399164
American Equity Investment Life Holding Company Common Stock,0.003200589,0.32005890000000004,0.931851752102846,113.1178332399164
"Manitex International, Inc. - common stock",0.001579161,0.1579161,0.931851752102846,113.1178332399164
