Company,Weight,Percentage,Sharpe Ratio,Annual Return
"AirNet Technology Inc. - American Depositary Shares, each representing ten ordinary shares",0.0,0.0,1.3843873283895567,39167.689432741674
"Cisco Systems, Inc. - Common Stock",5.6747999059536365e-06,0.0005674799905953636,1.3843873283895567,39167.689432741674
"Primerica, Inc. Common Stock",0.0,0.0,1.3843873283895567,39167.689432741674
Nuveen Municipal Credit Income Fund ,0.0,0.0,1.3843873283895567,39167.689432741674
Unit Corporation Common Stock,0.0,0.0,1.3843873283895567,39167.689432741674
"HubSpot, Inc. Common Stock",0.09995896731132847,9.995896731132847,1.3843873283895567,39167.689432741674
Great Panther Mining Limited Ordinary Shares (Canada),0.0005430285875529919,0.054302858755299194,1.3843873283895567,39167.689432741674
"Sinclair Broadcast Group, Inc. - Class A Common Stock",7.957372003681608e-06,0.0007957372003681608,1.3843873283895567,39167.689432741674
"United Fire Group, Inc - Common Stock",0.0,0.0,1.3843873283895567,39167.689432741674
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product,1.6531340886418507e-05,0.0016531340886418507,1.3843873283895567,39167.689432741674
"Guaranty Federal Bancshares, Inc. - Common Stock",4.5818600432973267e-05,0.004581860043297327,1.3843873283895567,39167.689432741674
"Air T, Inc. - Common Stock",0.0,0.0,1.3843873283895567,39167.689432741674
SITE Centers Corp. Common Stock,0.0,0.0,1.3843873283895567,39167.689432741674
Nuveen New York Select Tax-Free Income Portfolio Common Stock,0.0,0.0,1.3843873283895567,39167.689432741674
BlackRock New York Municipal Income Trust,0.0,0.0,1.3843873283895567,39167.689432741674
"Regional Health Properties, Inc. Common Stock",0.0,0.0,1.3843873283895567,39167.689432741674
"Innovative Solutions and Support, Inc. - Common Stock",1.7687447636678194e-06,0.00017687447636678195,1.3843873283895567,39167.689432741674
"Kandi Technologies Group, Inc. - Common Stock",4.885789412752715e-06,0.0004885789412752715,1.3843873283895567,39167.689432741674
Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,0.0,0.0,1.3843873283895567,39167.689432741674
"Transcat, Inc. - Common Stock",0.0,0.0,1.3843873283895567,39167.689432741674
Carolina Financial Corporation - Common Stock,0.09995896731132847,9.995896731132847,1.3843873283895567,39167.689432741674
"Natuzzi, S.p.A.",0.0,0.0,1.3843873283895567,39167.689432741674
