Company,Weight,Percentage,Sharpe Ratio,Annual Return
"AirNet Technology Inc. - American Depositary Shares, each representing ten ordinary shares",0.0,0.0,1.3696013442614787,39122.523489034094
"Cisco Systems, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Primerica, Inc. Common Stock",0.03006478096113338,3.006478096113338,1.3696013442614787,39122.523489034094
Nuveen Municipal Credit Income Fund ,0.0,0.0,1.3696013442614787,39122.523489034094
Unit Corporation Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"HubSpot, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Great Panther Mining Limited Ordinary Shares (Canada),0.0004969651219782564,0.04969651219782564,1.3696013442614787,39122.523489034094
"Sinclair Broadcast Group, Inc. - Class A Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"United Fire Group, Inc - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product,0.0,0.0,1.3696013442614787,39122.523489034094
"Guaranty Federal Bancshares, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Air T, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
SITE Centers Corp. Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Nuveen New York Select Tax-Free Income Portfolio Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
BlackRock New York Municipal Income Trust,0.0,0.0,1.3696013442614787,39122.523489034094
"Regional Health Properties, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Innovative Solutions and Support, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Kandi Technologies Group, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,0.0,0.0,1.3696013442614787,39122.523489034094
"Transcat, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Carolina Financial Corporation - Common Stock,0.09983151863221623,9.983151863221623,1.3696013442614787,39122.523489034094
"Natuzzi, S.p.A.",0.0,0.0,1.3696013442614787,39122.523489034094
"Advanced Energy Industries, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"United Airlines Holdings, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"T. Rowe Price Group, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Intuitive Surgical, Inc. - Common Stock",0.09983151863221623,9.983151863221623,1.3696013442614787,39122.523489034094
"EastGroup Properties, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Ellington Financial Inc. Common Stock ,0.0,0.0,1.3696013442614787,39122.523489034094
"NVR, Inc. Common Stock",0.02161652513420086,2.161652513420086,1.3696013442614787,39122.523489034094
"Frequency Electronics, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Worthington Industries, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Perrigo Company plc Ordinary Shares,0.0,0.0,1.3696013442614787,39122.523489034094
"Lincoln Electric Holdings, Inc. - Common Shares",0.0,0.0,1.3696013442614787,39122.523489034094
RPT Realty Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"Veracyte, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"USA Compression Partners, LP Common Units Representing Limited Partner Interests",0.0,0.0,1.3696013442614787,39122.523489034094
Cohen & Company Inc.,0.0,0.0,1.3696013442614787,39122.523489034094
Neuberger Berman California Municipal Fund Inc Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"Douglas Dynamics, Inc. Common Stock",0.09983151863221623,9.983151863221623,1.3696013442614787,39122.523489034094
Pivotal Investment Corporation II Class A Common Stock,0.09983151863221623,9.983151863221623,1.3696013442614787,39122.523489034094
"PRGX Global, Inc. - Common Stock",2.9276169145123006e-06,0.00029276169145123004,1.3696013442614787,39122.523489034094
Enerplus Corporation Common Stock,3.766794838754163e-05,0.0037667948387541633,1.3696013442614787,39122.523489034094
"India Fund, Inc. (The) Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Koninklijke Philips N.V. NY Registry Shares,0.006311000913801607,0.6311000913801607,1.3696013442614787,39122.523489034094
UNIVERSAL INSURANCE HOLDINGS INC Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Anheuser-Busch Inbev SA Sponsored ADR (Belgium),0.0,0.0,1.3696013442614787,39122.523489034094
Orrstown Financial Services Inc - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
PIMCO Income Strategy Fund Shares of Beneficial Interest,0.0,0.0,1.3696013442614787,39122.523489034094
Precision Drilling Corporation Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"Orion Energy Systems, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Ballard Power Systems, Inc. - Common Shares",0.0,0.0,1.3696013442614787,39122.523489034094
"Northern Oil and Gas, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Bluelinx Holdings Inc. Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
DWS Strategic Municipal Income Trust,0.0,0.0,1.3696013442614787,39122.523489034094
City Holding Company - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Liberty Global plc - Class C Ordinary Shares,0.0,0.0,1.3696013442614787,39122.523489034094
"Spok Holdings, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Steel Partners Holdings LP LTD PARTNERSHIP UNIT,0.0,0.0,1.3696013442614787,39122.523489034094
"Tapestry, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"TCW Strategic Income Fund, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Devon Energy Corporation Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
MGE Energy Inc. - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
American Superconductor Corporation - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"Servotronics, Inc. Common Stock",0.002876020138299465,0.2876020138299465,1.3696013442614787,39122.523489034094
Columbia Seligman Premium Technology Growth Fund Inc,0.0,0.0,1.3696013442614787,39122.523489034094
Acceleron Pharma Inc. - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"Stanley Black & Decker, Inc. Corporate Units",0.0,0.0,1.3696013442614787,39122.523489034094
"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",0.0,0.0,1.3696013442614787,39122.523489034094
"SCYNEXIS, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Manning & Napier, Inc. Class A Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Amtech Systems, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Inspired Entertainment, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Service Properties Trust - Shares of Beneficial Interest,0.0,0.0,1.3696013442614787,39122.523489034094
"DTF Tax-Free Income, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Hanmi Financial Corporation - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Crane Co. Common Stock,6.989927965959227e-05,0.006989927965959227,1.3696013442614787,39122.523489034094
"ADTRAN, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Coffee Holding Co., Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Sandstorm Gold Ltd. Ordinary Shares (Canada),0.0,0.0,1.3696013442614787,39122.523489034094
Daxor Corporation Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Crestwood Equity Partners LP,0.0,0.0,1.3696013442614787,39122.523489034094
"Omega Flex, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
DURECT Corporation - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Antero Midstream Corporation Common Stock,0.00042869860445667263,0.04286986044566726,1.3696013442614787,39122.523489034094
Wayfair Inc. Class A Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Adams Diversified Equity Fund Inc.,0.0,0.0,1.3696013442614787,39122.523489034094
"Blackrock MuniYield Quality Fund II, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Celanese Corporation Celanese Corporation Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Astrotech Corporation - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
Marathon Oil Corporation Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"DB Gold Double Short ETN due February 15, 2038",0.0,0.0,1.3696013442614787,39122.523489034094
"Hovnanian Enterprises, Inc. Class A Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Neurocrine Biosciences, Inc. - Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
"Evertec, Inc. Common Stock",0.0,0.0,1.3696013442614787,39122.523489034094
Oaktree Strategic Income Corporation - Common Stock,0.0,0.0,1.3696013442614787,39122.523489034094
"Huami Corporation American Depositary Shares, each representing four Class A Ordinary Shares",0.0003609619939217014,0.03609619939217014,1.3696013442614787,39122.523489034094
Boeing Company (The) Common Stock,0.09983151863221623,9.983151863221623,1.3696013442614787,39122.523489034094
